GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS
By Year,2008-09,1610612741,CHI,2009-04-15T00:00:00,81,40,41,0.494,37.0,7.1,14.9,0.475,0.2,0.9,0.222,2.4,3.1,0.788,1.2,2.7,3.9,6.3,2.5,0.8,0.2,1.1,1.5,2.8,16.8,-1.5,31.6,8,0,1,3,1,7,2,5,8,2,9,8,8,8,7,8,1,4,2,3,8,3,6,6,3,5,6,5,4,3,2,264,2008-09
By Year,2008-09,1610612748,MIA,2009-04-15T00:00:00,81,43,38,0.531,24.8,5.6,11.8,0.472,0.4,1.0,0.407,2.3,3.0,0.772,1.4,4.1,5.4,1.0,1.5,0.5,0.5,0.9,2.3,2.1,13.9,0.1,23.3,8,0,1,2,3,3,3,3,3,5,4,6,2,3,3,4,4,2,3,6,7,5,5,2,4,3,3,3,3,2,1,264,2008-09
By Year,2008-09,1610612763,MEM,2009-04-15T00:00:00,82,24,58,0.293,38.1,6.9,15.6,0.438,1.8,4.6,0.384,3.0,3.4,0.879,0.7,3.1,3.8,3.2,2.8,1.1,0.2,0.9,2.5,2.7,18.5,-5.1,28.8,2,0,1,6,1,7,1,1,1,3,1,1,2,1,1,1,2,2,2,2,1,4,8,1,2,1,1,7,1,1,1,264,2008-09
By Year,2008-09,1610612760,OKC,2009-04-15T00:00:00,82,23,59,0.28,32.5,5.3,13.4,0.398,0.4,1.6,0.271,4.3,5.2,0.815,2.2,2.7,4.9,5.3,3.3,1.3,0.2,1.1,2.3,3.9,15.3,-3.3,30.4,10,1,1,9,1,10,9,10,10,10,8,8,9,9,9,6,1,10,8,10,8,9,8,7,7,10,10,10,10,9,7,264,2008-09
By Year,2008-09,1610612750,MIN,2009-04-15T00:00:00,81,24,57,0.296,25.3,3.9,8.5,0.459,0.0,0.2,0.105,3.3,4.1,0.789,3.4,5.7,9.1,1.0,1.5,0.4,0.6,1.0,2.5,3.3,11.1,-3.3,25.2,29,0,1,5,1,8,10,10,10,3,10,10,10,10,9,9,5,10,10,10,10,10,1,7,2,10,10,8,10,8,2,264,2008-09
By Year,2008-09,1610612752,NYK,2009-03-15T00:00:00,28,14,14,0.5,14.7,2.0,4.5,0.448,1.1,2.6,0.444,0.9,1.0,0.963,0.5,1.5,2.0,0.5,0.5,0.5,0.1,0.2,1.7,1.3,6.1,1.8,10.6,0,0,8,8,8,6,10,10,10,1,10,10,1,10,10,2,9,10,10,10,10,10,10,10,6,10,10,6,10,7,1,264,2008-09
By Year,2008-09,1610612746,LAC,2009-04-15T00:00:00,78,19,59,0.244,34.3,5.3,11.6,0.456,1.7,4.3,0.389,3.8,4.5,0.854,0.6,2.0,2.6,2.8,2.1,1.0,0.4,0.8,2.2,3.9,16.1,-5.9,25.5,0,0,1,7,1,10,4,8,9,1,7,8,3,4,5,2,2,7,7,7,6,6,2,6,3,4,7,10,5,3,1,264,2008-09
By Year,2008-09,1610612749,MIL,2009-04-15T00:00:00,59,23,36,0.39,12.1,1.7,4.2,0.416,0.3,0.8,0.348,1.0,1.4,0.699,0.7,1.2,1.9,0.7,0.9,0.3,0.5,0.3,1.8,1.1,4.7,-0.5,9.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2008-09
By Year,2008-09,1610612766,CHA,2009-04-15T00:00:00,72,30,42,0.417,26.5,3.7,8.6,0.43,1.5,3.4,0.439,2.9,3.2,0.893,0.2,1.6,1.8,3.5,1.7,0.6,0.0,0.8,1.9,2.4,11.8,-0.5,19.4,1,0,5,5,3,7,4,4,4,3,3,7,1,3,4,3,7,6,7,6,6,7,9,4,2,5,3,6,6,6,1,264,2008-09
By Year,2008-09,1610612751,NJN,2009-04-15T00:00:00,82,34,48,0.415,30.5,5.5,10.3,0.531,0.0,0.0,0.0,2.1,2.6,0.793,2.7,5.4,8.1,1.0,1.8,0.5,1.8,0.9,3.1,2.3,13.0,-1.3,29.7,18,0,1,2,5,3,5,9,10,2,5,6,5,9,9,5,5,1,2,7,5,5,2,5,1,10,9,4,8,3,1,264,2008-09
By Year,2008-09,1610612757,POR,2009-04-15T00:00:00,53,34,19,0.642,12.4,1.3,3.6,0.365,0.1,0.5,0.259,1.6,1.9,0.806,0.2,0.9,1.1,1.5,1.1,0.3,0.0,0.5,1.5,1.5,4.3,-0.5,7.8,0,0,5,4,8,3,12,12,12,10,12,12,11,6,5,7,12,12,12,12,11,10,11,6,10,8,12,6,12,4,1,264,2008-09
By Year,2008-09,1610612758,SAC,2009-04-15T00:00:00,82,17,65,0.207,28.1,4.3,8.7,0.497,0.0,0.1,0.0,2.4,3.5,0.692,2.9,4.5,7.4,1.1,1.8,0.6,0.7,0.9,3.8,2.9,11.1,-3.5,23.7,17,0,1,8,1,9,2,3,3,5,3,3,3,2,2,4,2,5,2,4,2,3,3,1,1,2,2,9,2,2,1,264,2008-09
By Year,2008-09,1610612754,IND,2009-04-15T00:00:00,75,33,42,0.44,24.0,3.2,7.7,0.423,1.0,2.8,0.373,0.6,0.9,0.697,0.5,2.7,3.1,0.9,1.0,0.5,0.5,0.5,1.7,0.9,8.1,-2.4,15.2,2,0,2,2,2,4,4,3,3,5,4,4,6,5,5,4,4,4,4,6,5,4,4,3,3,5,4,5,4,2,1,264,2008-09
By Year,2008-09,1610612744,GSW,2009-04-15T00:00:00,63,21,42,0.333,17.9,3.2,6.8,0.462,0.0,0.1,0.0,1.6,2.2,0.716,2.0,3.7,5.8,0.8,1.3,0.7,1.2,0.6,2.2,1.9,7.9,-1.5,20.3,8,0,1,2,1,4,3,3,3,4,4,5,4,4,4,4,2,3,2,3,3,3,2,3,2,3,3,3,3,1,1,264,2008-09
By Year,2008-09,1610612756,PHX,2009-04-15T00:00:00,60,32,28,0.533,10.2,1.2,2.3,0.518,0.0,0.0,0.0,0.8,1.1,0.691,0.9,1.1,2.0,0.1,0.5,0.2,0.7,0.2,1.6,0.8,3.2,-1.0,7.8,0,0,7,5,6,4,10,10,10,7,2,4,2,10,10,10,10,10,10,9,10,10,9,10,10,10,10,7,10,9,1,264,2008-09
By Year,2008-09,1610612755,PHI,2009-04-15T00:00:00,79,41,38,0.519,16.0,3.2,6.4,0.502,0.0,0.1,0.25,1.3,1.7,0.773,1.6,2.2,3.7,0.4,0.6,0.3,0.7,0.4,2.3,1.4,7.7,-1.0,15.3,1,0,2,5,1,7,4,5,7,1,8,8,7,8,7,6,4,10,7,11,11,4,1,5,5,9,6,6,6,6,1,264,2008-09
By Year,2008-09,1610612754,IND,2009-04-15T00:00:00,70,29,41,0.414,14.4,2.8,6.0,0.471,0.0,0.0,0.0,1.4,2.1,0.667,1.6,1.8,3.5,0.7,0.8,0.3,1.1,0.7,3.1,1.9,7.1,-0.9,15.6,0,0,7,7,5,8,9,7,7,5,4,8,4,9,7,9,7,9,9,8,8,7,8,5,6,7,7,8,8,9,2,264,2008-09
By Year,2008-09,1610612764,WAS,2009-04-15T00:00:00,75,17,58,0.227,15.2,2.5,5.2,0.494,0.0,0.0,0.0,1.4,2.2,0.66,1.6,2.3,3.9,0.3,0.8,0.4,1.0,0.5,2.1,1.7,6.5,-3.9,15.2,4,0,4,5,1,9,7,8,6,10,2,7,2,2,5,4,6,7,6,6,8,4,8,4,6,4,6,10,6,4,2,264,2008-09
By Year,2008-09,1610612739,CLE,2009-04-05T00:00:00,62,49,13,0.79,11.4,1.6,3.1,0.515,0.0,0.0,0.0,0.7,1.1,0.672,0.8,1.8,2.7,0.1,0.7,0.2,0.5,0.5,1.3,0.7,4.0,-1.7,8.8,0,0,6,2,7,1,9,10,9,5,1,9,1,10,10,4,10,10,10,10,9,10,7,8,8,10,10,3,10,9,1,264,2008-09
By Year,2008-09,1610612766,CHA,2009-03-03T00:00:00,31,11,20,0.355,5.9,0.8,2.2,0.362,0.0,0.1,0.0,0.6,0.9,0.714,0.3,0.7,1.0,0.1,0.4,0.2,0.2,0.2,1.1,0.6,2.3,0.2,4.4,0,0,5,5,6,4,7,8,7,8,3,4,3,5,5,6,7,7,7,7,6,7,7,7,7,7,7,3,7,5,1,264,2008-09
By Year,2010-11,1610612746,LAC,2011-04-13T00:00:00,82,32,50,0.39,37.9,8.5,16.8,0.506,0.1,0.3,0.292,5.4,8.5,0.642,3.3,8.8,12.1,3.8,2.7,0.8,0.5,1.1,3.1,7.5,22.5,-1.8,43.9,63,2,1,6,1,8,1,5,5,4,6,7,5,3,1,7,2,1,1,6,3,8,4,2,3,1,3,8,1,1,1,264,2010-11
By Year,2009-10,1610612763,MEM,2010-04-14T00:00:00,68,32,36,0.471,13.0,1.1,1.9,0.588,0.0,0.0,0.0,0.8,1.4,0.581,1.3,2.3,3.6,0.2,0.6,0.2,1.3,0.2,2.4,1.3,3.1,-1.1,11.5,0,0,1,2,1,5,1,1,1,3,1,1,1,2,1,3,1,1,1,2,1,2,1,1,1,1,1,3,1,2,1,264,2009-10
By Year,2009-10,1610612760,OKC,2010-04-14T00:00:00,76,47,29,0.618,22.9,3.1,7.6,0.403,1.2,3.3,0.375,2.6,3.2,0.808,0.6,2.6,3.2,1.8,1.4,1.1,0.3,0.6,2.6,2.5,9.9,2.4,19.0,0,0,6,5,3,7,9,9,9,9,9,9,3,9,9,9,6,9,8,9,8,8,8,8,4,9,9,8,9,7,7,264,2009-10
By Year,2009-10,1610612758,SAC,2010-04-13T00:00:00,72,23,49,0.319,37.2,7.4,16.2,0.458,0.5,2.0,0.255,4.8,6.5,0.748,0.9,4.4,5.3,5.8,3.0,1.5,0.4,1.2,2.8,4.7,20.1,-4.6,37.7,13,1,2,3,1,6,1,1,2,3,8,8,8,1,1,8,4,1,1,3,3,1,6,6,1,1,1,9,1,2,1,264,2009-10
By Year,2011-12,1610612750,MIN,2012-03-09T00:00:00,41,21,20,0.512,34.2,3.4,9.5,0.357,0.8,2.3,0.34,3.1,3.8,0.803,0.5,3.7,4.2,8.2,3.2,2.2,0.2,0.8,2.4,3.8,10.6,1.3,32.0,12,0,5,4,5,1,1,4,3,6,4,5,1,4,3,5,6,3,3,5,1,3,1,1,7,2,4,2,5,5,5,264,2011-12
By Year,2009-10,1610612750,MIN,2010-04-12T00:00:00,81,15,66,0.185,28.9,4.9,11.8,0.417,1.0,2.7,0.358,2.8,3.3,0.826,0.3,2.1,2.4,4.4,2.9,1.0,0.0,0.8,1.2,2.6,13.5,-7.7,23.2,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,4,1,2,1,264,2009-10
By Year,2009-10,1610612744,GSW,2010-04-14T00:00:00,80,25,55,0.313,36.2,6.6,14.3,0.462,2.1,4.8,0.437,2.2,2.5,0.885,0.6,3.9,4.5,5.9,3.0,1.9,0.2,0.6,3.2,2.6,17.5,-2.3,35.1,12,1,1,7,1,9,3,8,7,8,8,7,6,8,8,8,7,3,4,7,6,3,3,3,1,8,8,9,7,5,3,264,2009-10
By Year,2009-10,1610612752,NYK,2010-02-17T00:00:00,24,5,19,0.208,10.5,1.7,3.8,0.446,0.0,0.1,0.0,0.6,0.9,0.714,1.3,1.2,2.5,0.3,0.5,0.4,0.4,0.1,1.5,0.7,4.0,-1.0,9.4,0,0,7,8,5,10,9,9,9,9,2,3,2,9,9,3,9,9,9,8,10,4,9,10,9,8,9,5,9,7,1,264,2009-10
By Year,2009-10,1610612761,TOR,2010-04-14T00:00:00,77,36,41,0.468,21.6,3.3,6.6,0.498,0.1,0.2,0.25,1.9,2.5,0.763,0.9,2.0,2.9,0.7,0.8,0.6,0.2,0.5,2.3,1.9,8.6,-3.0,14.7,0,0,5,5,3,6,9,9,9,1,9,9,8,9,9,9,3,9,9,9,9,9,7,9,4,9,9,8,9,6,1,264,2009-10
By Year,2009-10,1610612749,MIL,2010-04-14T00:00:00,82,46,36,0.561,32.6,5.5,14.8,0.371,1.8,4.7,0.374,2.7,3.3,0.817,0.6,2.8,3.4,5.7,2.4,1.3,0.2,0.9,2.3,2.6,15.5,1.4,30.3,2,0,1,1,3,2,5,4,3,7,5,6,2,6,6,3,5,2,2,4,3,4,3,1,1,5,5,2,5,7,2,264,2009-10
By Year,2009-10,1610612751,NJN,2010-04-14T00:00:00,78,10,68,0.128,22.6,3.3,8.3,0.401,0.4,1.3,0.31,1.3,1.8,0.715,0.6,3.9,4.5,2.9,1.6,0.6,0.1,0.5,1.6,1.5,8.4,-3.4,18.5,8,1,1,2,1,6,1,2,1,3,4,3,4,1,2,2,2,1,1,3,3,2,2,1,2,1,2,3,2,1,1,264,2009-10
By Year,2009-10,1610612754,IND,2010-01-16T00:00:00,29,11,18,0.379,17.6,2.8,7.8,0.36,0.0,0.1,0.0,2.9,3.9,0.743,2.1,2.7,4.8,1.0,0.7,0.6,0.3,1.1,2.4,2.9,8.5,-2.0,17.5,3,0,7,7,6,7,3,3,2,7,3,1,3,2,2,3,2,2,2,1,5,2,2,1,1,4,3,7,2,3,1,264,2009-10
By Year,2009-10,1610612756,PHX,2010-04-14T00:00:00,51,36,15,0.706,7.5,1.1,3.0,0.371,0.0,0.1,0.4,0.5,0.7,0.722,0.4,0.9,1.2,0.4,0.5,0.1,0.3,0.3,0.5,0.5,2.7,-0.7,5.5,0,0,2,2,4,2,8,7,7,5,5,6,1,5,5,3,6,8,8,3,6,6,8,6,8,5,5,3,8,3,1,264,2009-10
By Year,2009-10,1610612765,DET,2010-04-14T00:00:00,69,22,47,0.319,13.3,2.0,4.3,0.464,0.4,1.4,0.305,0.7,0.8,0.821,0.5,2.0,2.5,0.5,0.7,0.4,0.4,0.2,1.7,0.7,5.1,-1.7,10.3,1,0,2,2,1,8,4,2,4,1,7,8,7,3,3,3,3,4,3,6,3,4,4,5,3,3,3,5,4,2,1,264,2009-10
By Year,2009-10,1610612741,CHI,2010-04-14T00:00:00,65,30,35,0.462,11.6,1.5,3.2,0.452,0.2,0.7,0.326,0.8,1.1,0.729,0.5,1.4,2.0,0.7,1.0,0.3,0.7,0.2,1.9,0.9,3.9,-2.1,9.4,0,0,3,5,4,7,9,9,9,7,7,8,3,7,9,2,8,9,9,10,9,10,9,9,7,10,9,7,10,6,1,264,2009-10
By Year,2009-10,1610612755,PHI,2010-04-14T00:00:00,73,24,49,0.329,24.2,3.2,7.1,0.442,0.8,2.2,0.39,0.9,1.2,0.756,0.8,1.8,2.6,3.8,2.1,1.1,0.2,0.4,2.1,1.1,8.0,-2.2,18.8,2,0,3,6,1,9,9,9,9,6,9,9,1,9,9,7,6,9,9,9,8,9,9,9,8,9,9,9,9,7,3,264,2009-10
By Year,2009-10,1610612743,DEN,2010-04-13T00:00:00,65,42,23,0.646,20.3,3.1,6.0,0.515,0.5,1.3,0.41,1.6,2.2,0.757,0.6,1.3,1.9,3.1,1.3,0.7,0.0,0.7,1.4,1.9,8.3,2.6,16.4,0,0,5,3,8,3,8,7,7,1,7,8,1,7,7,5,3,9,8,9,8,9,9,7,7,7,7,3,7,8,2,264,2009-10
By Year,2009-10,1610612737,ATL,2010-04-14T00:00:00,71,50,21,0.704,10.1,1.3,3.2,0.396,0.1,0.5,0.219,0.6,0.7,0.837,0.1,0.9,0.9,1.7,0.7,0.5,0.2,0.3,1.2,0.8,3.2,-0.6,8.1,1,0,6,2,7,2,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,8,9,8,1,264,2009-10
By Year,2009-10,1610612762,UTA,2009-12-21T00:00:00,26,16,10,0.615,14.0,2.0,5.1,0.391,0.2,0.9,0.208,1.0,1.3,0.758,0.4,1.1,1.5,3.1,1.1,0.5,0.1,0.6,1.3,1.0,5.2,0.3,12.2,1,0,5,4,5,5,6,2,2,4,8,7,8,2,2,3,1,5,4,3,4,2,3,1,4,2,2,5,3,2,1,264,2009-10
By Year,2010-11,1610612764,WAS,2011-04-13T00:00:00,69,19,50,0.275,37.8,5.8,14.1,0.409,0.5,1.7,0.296,4.4,5.7,0.766,0.5,4.1,4.6,8.3,3.8,1.8,0.5,1.2,2.5,4.7,16.4,-6.4,37.4,26,1,5,7,1,8,1,7,7,8,6,6,6,4,5,7,5,3,3,6,5,4,7,1,2,4,7,8,7,5,3,264,2010-11
By Year,2010-11,1610612755,PHI,2011-04-13T00:00:00,78,40,38,0.513,23.0,2.9,6.8,0.425,0.2,0.6,0.318,1.3,1.6,0.808,0.5,3.4,3.9,2.0,1.0,0.6,0.2,0.6,1.8,1.3,7.2,-0.6,16.4,2,0,4,2,4,6,8,9,9,6,8,9,3,6,6,5,5,6,6,9,9,7,7,5,8,9,8,3,8,6,2,264,2010-11
By Year,2010-11,1610612751,NJN,2011-02-16T00:00:00,56,17,39,0.304,19.5,2.5,4.9,0.511,0.0,0.0,0.0,1.3,2.1,0.612,2.3,3.1,5.3,0.4,1.0,0.3,0.7,0.4,3.3,1.4,6.3,-2.7,15.4,2,0,6,7,3,9,9,9,9,6,4,7,4,9,9,8,7,9,8,9,8,9,9,9,1,9,9,7,9,8,1,264,2010-11
By Year,2010-11,1610612750,MIN,2011-04-13T00:00:00,79,17,62,0.215,26.2,3.4,8.6,0.397,1.3,3.7,0.356,0.8,1.2,0.696,0.6,2.4,3.0,1.9,1.2,0.7,0.7,0.2,2.1,0.9,9.0,-2.8,18.5,0,0,2,6,1,8,3,3,2,7,1,2,2,2,2,6,3,5,5,1,1,5,5,4,5,3,3,5,3,3,1,264,2010-11
By Year,2010-11,1610612758,SAC,2011-04-13T00:00:00,81,23,58,0.284,28.5,5.3,12.4,0.43,0.0,0.2,0.167,3.4,5.0,0.687,2.7,6.0,8.6,2.5,3.3,1.0,0.8,1.4,4.1,4.6,14.1,-3.2,30.6,26,0,1,4,1,9,9,9,9,9,6,6,7,9,9,9,5,9,9,8,7,9,8,6,2,9,9,8,9,7,6,264,2010-11
By Year,2010-11,1610612744,GSW,2011-04-13T00:00:00,58,28,30,0.483,17.7,1.7,3.8,0.437,0.0,0.0,0.0,0.7,1.1,0.656,1.4,1.7,3.1,0.7,0.8,0.4,1.5,0.2,2.5,1.4,4.1,1.8,13.6,0,0,2,2,3,3,4,3,3,4,1,3,1,5,5,6,5,5,5,5,3,5,3,6,3,3,4,3,3,3,1,264,2010-11
By Year,2010-11,1610612765,DET,2011-04-13T00:00:00,80,30,50,0.375,27.8,3.8,6.9,0.551,0.0,0.0,0.0,1.8,2.9,0.622,3.1,4.4,7.5,1.3,1.0,1.2,0.6,0.9,2.5,2.3,9.4,-1.7,24.5,21,0,4,3,3,5,6,8,8,2,1,5,1,7,7,8,4,8,7,8,9,3,5,6,3,7,8,5,8,6,2,264,2010-11
By Year,2010-11,1610612746,LAC,2011-04-13T00:00:00,81,31,50,0.383,17.9,2.0,5.0,0.394,0.6,1.8,0.315,1.1,1.5,0.773,0.9,2.4,3.3,0.7,1.3,0.7,0.3,0.5,1.5,1.1,5.6,-2.3,12.5,0,0,2,5,2,6,8,8,7,7,4,4,4,6,7,1,8,8,8,8,5,8,8,4,8,7,7,7,8,8,1,264,2010-11
